	MF: KIRC	METH: KIRC	GE: KIRC	MF: BRCA	METH: BRCA	GE: BRCA	MF: READ	METH: READ	GE: READ	MF: PRAD	METH: PRAD	GE: PRAD	MF: STAD	METH: STAD	GE: STAD	MF: HNSC	METH: HNSC	GE: HNSC	MF: LUAD	METH: LUAD	GE: LUAD	MF: THCA	METH: THCA	GE: THCA	MF: BLCA	METH: BLCA	GE: BLCA	MF: ESCA	METH: ESCA	GE: ESCA	MF: LIHC	METH: LIHC	GE: LIHC	MF: UCEC	METH: UCEC	GE: UCEC	MF: COAD	METH: COAD	GE: COAD	MF: LUSC	METH: LUSC	GE: LUSC	MF: CESC	METH: CESC	GE: CESC	MF: KIRP	METH: KIRP	GE: KIRP
ATP6V0E1	0.0	0.032063862	0.025099121	0.005312026	0.017597406	0.017252705	0.0	0.012832417	0.008419367	0.0	0.005092035	0.005778853	0.012980634	0.002649157	0.011737206	0.0	0.004470399	0.003804781	0.020535132	0.000348915	0.02959761	0.0	0.008740965	0.010118231	0.0	0.02715515	0.000467682	0.0	0.028657911	0.00947556	0.0	0.013631476	0.033649883	0.0	0.006229258	0.020306529	0.0	0.002968556	0.009175923	0.0	0.003668559	0.04300979	0.0	0.008013243	0.03299593	0.0	0.023699619	0.026240519
ATP6V0E2	0.0	0.114844968	0.104917295	0.0	0.063795792	0.072990496	0.028164978	0.028955451	0.007798254	0.0	0.005073019	0.05718746	0.011651267	0.014800011	0.061259866	0.0	0.140153748	0.127801373	0.0	0.085607552	0.027055798	0.0	0.029913371	0.112360792	0.0	0.02281152	0.044171708	0.0	0.244124364	0.121432382	0.024964422	0.071070073	0.005952657	0.011246133	0.05993767	0.126563059	0.010775542	0.031856225	0.01507374	0.0	0.070268121	0.025904493	0.0	0.113646733	0.022157605	0.0	0.087900759	0.034690277
ATP6V1A	0.012826282	0.012900667	0.10295528	0.0	0.017263248	0.017639535	0.0	0.000744194	0.016534023	0.0227657	0.010485781	0.005436678	0.025628299	0.024495376	0.052323948	0.0	0.007984485	0.00124388	0.02050372	0.006206709	0.023031631	0.00709065	0.003562258	0.027847918	0.06076454	0.002560355	0.035330206	0.0	0.016164284	0.001331142	0.024994339	0.016545742	0.029367691	0.007677072	0.004197252	0.046328413	0.0	0.002377306	0.021697533	0.0	0.009312375	0.002551705	0.0	0.007349671	0.09870608	0.040927959	0.009552468	0.086181655
ATP6V1B1	0.012834831	0.206797381	0.446563811	0.005294782	0.276336412	0.111259792	0.02840045	0.022074967	0.012838143	0.0	0.031460776	0.123587206	0.01283957	0.047310096	0.07714245	0.005492842	0.017952501	0.046766712	0.0	0.114819809	0.081746888	0.0	0.031175354	0.091766687	0.030590135	0.056503248	0.107479042	0.0	0.121946426	0.177336837	0.0	0.373056871	0.082203585	0.007695922	0.036902176	0.267960224	0.016234444	0.01090998	0.028745435	0.0	0.009094389	0.013119975	0.028181226	0.013156562	0.074089487	0.040953946	0.306871883	0.470572342
ATP6V1B2	0.0	0.012893739	0.008219826	0.005309474	0.061768917	0.00013843	0.0	0.005926879	0.028260534	0.0	0.026305109	0.024912141	0.025665237	0.011313329	0.024133749	0.005502407	0.042075272	0.014039214	0.020539516	0.042683129	0.077473816	0.003603925	0.00468504	0.066096426	0.0	0.053304765	0.040185207	0.0	0.047225033	0.011981238	0.025053035	0.039442399	0.032911357	0.003855709	0.007426029	0.02316935	0.005441288	0.018292849	0.014610797	0.054854278	0.019784017	0.088834225	0.0	0.05263217	0.021220024	0.122795642	0.010630361	0.028632134
ATP6V1C1	0.0	0.010471074	0.025810788	0.0	0.085279427	0.026330801	0.0	0.114655601	0.039879743	0.0	0.037079922	0.016327537	0.012876672	0.093619212	0.065293493	0.005487093	0.001846116	0.094397645	0.0	0.056997846	0.038466325	0.003603092	0.029262685	0.023780306	0.0	0.035172541	0.038811013	0.0	0.055018485	0.043837771	0.0	0.001111889	0.080189976	0.011428097	0.032905167	0.040298637	0.005418071	0.065223284	0.040262886	0.0	0.094094393	0.04186368	0.0	0.071646258	0.027017804	0.040783512	0.017968856	0.015251484
ATP6V1C2	0.0	0.055729331	0.264293415	0.0	0.070392361	0.102822099	0.027888793	0.013731517	0.156760849	0.068280811	0.069390851	0.047211625	0.012995028	0.144092658	0.106641511	0.0	0.243532794	0.213112711	0.0	0.050960552	0.198233624	0.0	0.00028078	0.019555628	0.061399424	0.069278654	0.080029646	0.027051612	0.160401598	0.095034689	0.0	0.086681553	0.079969625	0.007704364	0.002636395	0.230142554	0.0	0.029874468	0.175495924	0.0	0.02974458	0.148273962	0.027652783	0.109059136	0.201930437	0.040888079	0.059334148	0.315516934
ATP6V1D	0.012823737	0.002770986	0.062147245	0.005310881	0.04847101	0.015455184	0.0	0.023767166	0.058279376	0.0	0.000158663	0.022617334	0.025835377	0.000970359	0.034061997	0.005471258	0.006655104	0.05335933	0.0	0.022378815	0.004661366	0.0	0.006950939	0.007925835	0.0	0.022446814	0.028874367	0.026960864	0.008380725	0.017365255	0.0	0.005568085	0.034549277	0.0	0.010308166	0.027261274	0.005436729	0.011421001	0.05199817	0.109553323	0.008233575	0.033039627	0.0	0.006879598	0.042063152	0.0	0.019085926	0.013149245
ATP6V1E1	0.0	0.009652737	0.037345033	0.0	0.003351846	0.016762514	0.0	0.005875931	0.033227409	0.0	0.002152437	0.039987565	0.012704049	0.002384119	0.024299613	0.0	0.002017415	0.003315315	0.0	0.002068202	0.043286568	0.0	0.00462027	0.02013967	0.0	0.004341181	0.018583198	0.0	0.001316726	0.002546693	0.0	0.002638785	0.06225385	0.0	0.005579239	0.054800743	0.005446697	0.00426938	0.02370202	0.0	0.015104709	3.75e-05	0.0	0.001310027	0.047526573	0.0	0.000920894	0.039370142
ATP6V1E2	0.0	0.022772424	0.039641611	0.005312811	0.048355062	0.065011918	0.0	0.012332078	0.044830201	0.0227634	0.013655826	0.01428558	0.026082096	0.000991156	0.037774874	0.005490059	0.019646757	0.034895384	0.0	0.023179861	0.047966127	0.0	0.001293759	0.047791406	0.0	0.016410108	0.02553957	0.0	0.004197246	0.047428444	0.0	0.011716918	0.076081099	0.003845665	0.026198562	0.01492691	0.005439109	0.001377564	0.087534977	0.0	0.00396406	0.081667759	0.028242644	0.01815769	0.005922733	0.122816965	0.018398935	0.033214561
ATP6V1F	0.0	0.00817896	0.021027171	0.0	0.000683128	0.057560094	0.0	0.007148278	0.062007139	0.0	0.000265631	0.016637995	0.0	0.010352509	0.004815562	0.005500144	0.002037997	0.018271897	0.020521119	0.00440021	0.004583282	0.0	0.002796415	0.047082905	0.0	0.005778927	0.044358778	0.0	0.011234162	0.05608176	0.025053031	0.005273784	0.079346875	0.0	0.002530528	0.048621162	0.0	0.00965896	0.064067728	0.0	0.015030102	0.00912447	0.0	0.001417433	0.037085581	0.0	0.003025207	0.036644147
ATP6V1G1	0.0	0.051105495	0.026685222	0.005315531	0.018872297	0.055255172	0.0	0.008965603	0.020881577	0.0	0.010688467	0.085567357	0.0	0.005517064	0.00287309	0.0	0.025019859	0.0105968	0.0	0.048111108	0.00222648	0.003594643	0.0293426	0.013420169	0.0	0.009395982	0.006869612	0.0	0.007831624	0.011276072	0.0	0.001809627	0.017032791	0.003871524	0.025234251	0.001052731	0.005425091	0.001373629	0.029714135	0.0	0.02131212	0.005442528	0.028253795	0.00352125	0.011824735	0.0	0.063298231	0.010117167
ATP6V1G2	0.0	0.002775741	0.080020473	0.0	0.006506107	0.001296978	0.0	0.002429005	0.210554655	0.0	0.011583495	0.08014208	0.0	0.000743956	0.097914643	0.005493082	0.00971489	0.100926612	0.0	0.00163092	0.054743069	0.003599956	0.005100709	0.113889648	0.0	0.015221587	0.123585325	0.0	0.003912741	0.086849309	0.0	0.01519949	0.004865307	0.0	0.00919546	0.192040919	0.010890001	0.001982543	0.156036996	0.0	0.006499742	0.061119424	0.0	0.000526059	0.343205371	0.0	0.011992157	0.08759521
ATP6V1G3	0.0	0.532065384	0.0	0.005276666	0.361898214	0.0	0.0	0.789390993	0.0	0.0	0.019512897	0.0	0.0	0.068390003	0.0	0.01098951	0.113164166	0.0	0.0	0.018144002	0.0	0.0	0.067659089	0.0	0.0	0.388449502	0.0	0.0	0.106630681	0.0	0.0	0.439336101	0.0	0.003881532	0.3002069	0.0	0.0	0.707476941	0.0	0.0	0.415224502	0.0	0.028253826	0.482631464	0.0	0.0	0.134469295	0.0
ATP6V1H	0.012836167	0.001495397	0.08760423	0.0	0.006723641	0.022899567	0.027716793	0.015622592	0.012885597	0.02276446	0.003539375	0.013959439	0.025131279	0.004831632	0.005545719	0.005477653	0.007829208	0.001793755	0.0	0.006029407	0.014951074	0.0	0.003942328	0.03267634	0.0	0.016505786	0.000125638	0.0	0.00322815	0.03639294	0.0	0.000582491	0.048043404	0.026499756	0.009106484	0.041440525	0.005410192	0.003150404	0.022779478	0.0	0.009321231	0.015691827	0.0	0.002280918	0.002463682	0.0	0.000873575	0.051192769
ATP7A	0.0	0.081871403	0.007004761	0.031682428	0.1185722	0.041092757	0.0	0.066070213	0.000563561	0.0	0.002044126	0.01035375	0.06421173	0.50774761	0.007658526	0.042415266	0.031120841	0.052776636	0.079252549	0.087330655	0.019844248	0.0	0.000487435	0.006304371	0.121697876	0.111035349	0.056377203	0.0	0.205678901	0.043813716	0.074084354	0.029446598	0.048989351	0.018548895	0.145143342	0.041889807	0.021438141	0.002910132	6.38e-05	0.0	0.011018099	0.034447157	0.110257453	0.166722615	0.024319629	0.040677163	0.011095262	0.059498431
ATR	0.012815606	0.01754871	0.005081242	0.052929518	0.006219234	0.007800238	0.028121277	0.015875516	0.077716682	0.045514799	0.00444454	0.075079674	0.012519092	0.006142098	0.106481042	0.065709204	0.004191953	0.046285238	0.162037778	0.015908231	0.054272518	0.010761959	0.000838557	0.009278831	0.122167017	0.019780093	0.053409079	0.026855254	0.005819708	0.063710552	0.124760612	0.00437764	0.064009203	0.045650727	0.009250472	0.061608976	0.032547137	0.003135644	0.073841586	0.109082324	0.001141454	0.08211258	0.081612965	0.000117839	0.078102491	0.040864706	0.006522	0.051936876
ATRIP	0.0	0.00562321	0.017689719	0.005292605	0.000169776	0.033324919	0.0	0.004037187	0.039095527	0.0	0.003362301	0.036668215	0.0	0.00914224	0.017747709	0.016391898	0.000858559	0.017373479	0.040344908	0.000141626	0.004391376	0.0	0.001342111	0.04370603	0.030644266	0.007080067	0.008452508	0.0	0.000227341	0.027740499	0.0	0.000821607	0.073693616	0.018705258	0.003609396	0.007341388	0.005176942	0.003281687	0.06041906	0.0	0.009379436	0.007226691	0.0	0.002334456	0.001718599	0.0	0.001085843	0.010332833
ATRX	0.063799977	0.013389087	0.02412892	0.040893081	0.187886599	0.0528906	0.054779415	0.102137883	0.028093914	0.09085128	0.002377473	0.042802665	0.049636306	0.505934124	0.049040023	0.077207768	0.010016207	0.001064457	0.098925542	0.011622973	0.017657258	0.014264024	0.068765273	0.036518928	0.11699282	0.197327015	0.089437512	0.0	0.206841918	0.044495831	0.024856492	0.112257036	0.004445833	0.058745439	0.054002621	0.058453862	0.03717683	0.016781721	0.049186945	0.10751365	0.053877378	0.023402579	0.237825104	0.019878649	0.054807722	0.0	0.053024641	0.040148017
ATXN1	0.025515281	0.013916104	0.033335427	0.015859103	0.012481461	0.006966354	0.0	0.02512383	0.028044952	0.022715995	0.010318722	0.06849665	0.035652344	0.04506081	0.034502409	0.005474271	0.006257583	0.015695414	0.0	0.004932295	0.041598142	0.0	0.005481101	0.046777041	0.0	0.030441559	0.152547617	0.0	0.016306579	0.020459707	0.024653228	0.005698664	0.007313977	0.039928232	0.000526291	0.130719963	0.0	0.00940826	0.008969897	0.0	0.004154844	0.031628735	0.082031654	0.015968364	0.111851894	0.040533888	0.003339815	0.008054807
ATXN1L	0.0	0.004983227	0.027224802	0.0	0.004662672	0.116504427	0.0	0.00015476	0.00846177	0.0	0.020778372	0.058621562	0.0	0.003433312	0.002076297	0.0	0.010573887	0.010961381	0.0	0.011331778	0.089535845	0.0	0.027248384	0.069276931	0.0	0.033737864	0.072562012	0.027020366	0.005588752	0.024693107	0.049940546	0.027866891	0.043044453	0.026641766	0.019216597	0.081060617	0.005421969	0.006838784	0.02494446	0.0	0.004874074	0.058263442	0.053390072	0.006228924	0.045464137	0.0	0.015181641	0.026510972
ATXN2	0.025205789	0.005257713	0.003292183	0.015574585	0.001768698	0.015232953	0.0	0.002713025	0.030440541	0.0	0.010683965	0.048356985	0.021374391	0.001699504	0.040285234	0.032067981	0.008837511	0.004952104	0.019969641	0.011263135	0.01615529	0.003586374	0.012717959	0.009872961	0.029926305	0.014561585	0.01000941	0.0	0.007586554	0.008784346	0.0	0.004928881	0.054044548	0.022049474	0.009523315	0.009340978	0.019667709	0.007706746	0.027325698	0.0	0.010173393	0.040477713	0.023575062	0.006073048	0.041589648	0.081064597	0.01057615	0.027442186
ATXN2L	0.012694084	0.02203534	0.044469423	0.005293833	0.011780297	0.050015498	0.0	0.005227174	0.046839961	0.022695372	0.017857127	0.065167015	0.059691033	0.003283233	0.050873491	0.005409441	0.001248514	0.038812539	0.056531566	0.010642419	0.062494289	0.007182043	0.006192728	0.035826811	0.0	0.01235695	0.054558693	0.0	0.01907527	0.050894777	0.0	0.028231037	0.082832539	0.035933123	0.046722326	0.053659799	0.005415228	0.020004278	0.041926899	0.05415051	0.022759944	0.059393861	0.023524583	0.024820845	0.073561729	0.0	0.03453133	0.04837106
ATXN3	0.0	0.004520889	0.006016818	0.020344879	6.91e-05	0.010820593	0.027576247	0.01256467	0.006931609	0.042992759	0.009950318	0.010174847	0.012354576	0.005189955	0.02057886	0.01581415	0.0046826	0.038040377	0.0	0.008999957	0.002832599	0.0	0.006513359	0.020928585	0.0	0.016062385	0.008266894	0.0	0.002087818	0.017755961	0.0	0.00683956	0.015354935	0.007407308	0.013968512	0.039106784	0.0	0.003951752	0.000306204	0.103259632	0.009081417	0.016991106	0.027912046	0.002521748	0.04703757	0.040366696	0.006343911	0.019474318
ATXN3L	0.0	0.100017655	0.0	0.010625615	0.300811025	0.0	0.0	0.079583922	0.0	0.0	0.056815322	0.0	0.025937607	0.020385548	0.0	0.0	0.175380696	0.0	0.0	0.157923746	0.0	0.0	0.107077642	0.0	0.0	0.130626378	0.0	0.0	0.047395209	0.0	0.0	0.397422145	0.0	0.015398856	0.165916589	0.0	0.010840559	0.07793905	0.0	0.0	0.143486615	0.0	0.027846289	0.093726857	0.0	0.040924883	0.011388634	0.0
AURKA	0.0	0.004386398	0.04053115	0.0	0.004539546	0.320884294	0.0	0.001268055	0.122057407	0.0	0.007301204	0.093669666	0.0	0.001516831	0.16424231	0.0	0.005976259	0.167299824	0.0	0.006508747	0.26335804	0.0	0.004109297	0.035782516	0.0	0.003707328	0.290405766	0.0	0.004842677	0.234503197	0.024955715	0.00088356	0.276432728	0.003621892	0.004867294	0.376675649	0.0	0.005502655	0.109526909	0.0	0.010690249	0.289637374	0.0	0.005146037	0.442722708	0.0	0.000100845	0.056476941
AURKAIP1	0.0	0.040048225	0.028883574	0.010620591	0.007450691	0.051187271	0.0	0.015070343	0.021926018	0.022768252	0.012676543	0.027502697	0.0	0.014020139	0.013781781	0.0	0.004318578	0.01733157	0.0	0.013214759	0.047719597	0.0	0.011564858	0.013404063	0.0	0.042105227	0.063366755	0.0	0.006335138	0.006091025	0.0	0.008087079	0.026682854	0.0	0.021882517	0.066861862	0.0	0.000101783	0.021400387	0.0	0.020642738	0.034705713	0.0	0.012147357	0.065351891	0.0	0.005953499	0.015158516
AURKB	0.0	0.071732953	0.161466991	0.0	0.019592808	0.321948635	0.0	0.013986038	0.006764503	0.045278156	0.023889967	0.177327464	0.0	0.008045397	0.096768906	0.0	0.027859799	0.139049587	0.0	0.058327826	0.351334693	0.0	0.048910763	0.190501111	0.061358376	0.0347763	0.332946518	0.0	0.008148905	0.224284128	0.0	0.139451136	0.299090263	0.0	0.020926106	0.50662364	0.0	0.000902444	0.083598202	0.0	0.019196548	0.4096361	0.0	0.009934838	0.625308164	0.0	0.066829065	0.163924259
AURKC	0.012830823	0.129187214	0.013783414	0.0	0.212262216	0.050701024	0.027945927	0.055576077	0.093546211	0.0	0.171834718	0.006097651	0.0	0.089650931	0.007574419	0.00549681	0.189604743	0.005383633	0.0	0.221248987	0.040687749	0.0	0.08745077	0.021314857	0.0	0.104302937	0.018803884	0.0	0.185292557	0.016923587	0.0	0.008755129	0.078923435	0.003790752	0.249165506	0.001276469	0.005430433	0.022623051	0.067410847	0.0	0.116230103	0.003634184	0.028003568	0.318335977	0.029087249	0.0	0.112298956	0.033887896
AVEN	0.0	0.003976888	0.043088441	0.0	0.03821748	0.029615999	0.0	0.011344551	0.024979523	0.0	0.024694953	0.035209818	0.026035729	0.047194872	0.002117871	0.005481713	0.020776456	0.009183028	0.0	0.00934054	0.068713337	0.0	0.006765908	0.07219837	0.0	0.005702278	0.007822081	0.0	0.064105367	0.01857238	0.0	0.017187286	0.002517955	0.01932651	0.031516381	0.0299512	0.0	0.03502814	0.04091974	0.0	0.038570919	0.082804246	0.0	0.026864697	0.050437907	0.0	0.009291988	0.031093639
AVP	0.0	0.174046288	0.0	0.0	0.135116215	0.0	0.0	0.192314203	0.0	0.0	0.034803008	0.0	0.013058242	0.124805475	0.0	0.0	0.376844259	0.0	0.0	0.044051399	0.0	0.003604231	0.009820631	0.0	0.0	0.113443537	0.0	0.0	0.158227319	0.0	0.0	0.137337553	0.0	0.0	0.124268111	0.0	0.0	0.214654723	0.0	0.0	0.179689806	0.0	0.0	0.24739766	0.0	0.0	0.120282299	0.0
AVPR1A	0.012824037	0.354994668	0.090991283	0.005300957	0.632606806	0.184324258	0.0	0.398203564	0.104176204	0.0	0.341007648	0.129332715	0.038933563	0.306688956	0.012503405	0.016488838	0.581295409	0.033862572	0.0	0.615206757	0.074206327	0.0	0.078179246	0.351650077	0.029979399	0.535723306	0.154674287	0.027110997	0.744690734	0.145139881	0.0	0.193431789	0.418149125	0.003802323	0.600294559	0.474750081	0.010596414	0.412543838	0.05897879	0.0	0.59888982	0.092868082	0.0	0.665337324	0.445175207	0.0	0.14520001	0.426546096
AVPR1B	0.0	0.24756853	0.191231684	0.0053138	0.097160882	0.0	0.0	0.01842267	0.0	0.022773943	0.015976447	0.308736797	0.0	0.009465867	0.137918092	0.010865495	0.012000565	0.0	0.0	0.005329559	0.167666195	0.0	0.003580203	0.006398704	0.0	0.000853313	0.0	0.0	0.044276102	0.0	0.025040157	0.015551824	0.0	0.003841214	0.195989907	0.04393055	0.021699243	0.036235098	0.0	0.0	0.006204154	0.0	0.028261885	0.073193621	0.204713862	0.0	0.088546093	0.046721046
AVPR2	0.0	0.0	0.242438919	0.0	0.0	0.419628653	0.0	0.0	0.171233493	0.0	0.0	0.080215618	0.025725143	0.0	0.091269831	0.005495321	0.0	0.109360554	0.0	0.0	0.331519609	0.0	0.0	0.037122117	0.0	0.0	0.250768637	0.0	0.0	0.113124258	0.02500703	0.0	0.048837149	0.019221332	0.0	0.358988221	0.0	0.0	0.126724154	0.0	0.0	0.33858886	0.082881087	0.0	0.435344069	0.040911334	0.0	0.446865933
AWAT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AXIN1	0.025646916	0.049991571	0.031662417	0.005228019	0.031658037	0.07508515	0.0	0.02231493	0.036769347	0.022758135	0.004388921	0.04954773	0.039076294	0.107958789	0.036531068	0.010588472	0.024014367	0.032352299	0.019703172	0.044364259	0.040609782	0.003601558	0.01459659	0.044558177	0.030579965	0.036090026	0.009901118	0.0	0.010932954	0.042083802	0.099957731	0.04465711	0.06679328	0.026595382	0.000400843	0.019988203	0.005435395	0.005472106	0.023488748	0.0	0.047456552	0.028056803	0.028056787	0.021606857	0.017404762	0.081686282	0.012293822	0.065026759
AXIN2	0.025544658	0.01821328	0.086765873	0.0	0.044699808	0.092700844	0.0	0.051423664	0.163158788	0.0	0.050332791	0.047978392	0.063967297	0.094071255	0.017510987	0.026786109	0.005300763	0.080624775	0.020169566	0.034007526	0.152372863	0.0	0.011607101	0.153800887	0.0	0.039070784	0.225198578	0.0	0.01500554	0.059626938	0.04960484	0.023189545	0.028751224	0.03014641	0.052290773	0.202799915	0.043201188	0.021378535	0.168518433	0.0	0.007252216	0.186255218	0.133118877	0.014377365	0.401296348	0.0	0.033971869	0.02335676
AXL	0.01279888	0.058284113	0.108704858	0.0	0.165547527	0.085099782	0.0	0.035549387	0.124934339	0.022331418	0.12776939	0.1037387	0.037487497	0.055067501	0.008168442	0.010949643	0.073077788	0.088349288	0.101199214	0.124663464	0.154083429	0.0	0.041801859	0.029871772	0.061375259	0.003884943	0.231096184	0.0	0.140994912	0.039277888	0.024882084	0.054953061	0.136326263	0.022798445	0.064363828	0.262692826	0.026673814	0.059725665	0.093661069	0.0	0.087679882	0.157893552	0.026296342	0.068876125	0.196624628	0.0	0.075408805	0.070394613
AZI2	0.0	0.068742566	0.046232501	0.01061093	0.009436615	0.052009682	0.0	0.029160944	0.017883829	0.0	0.01295456	0.033587657	0.013044483	0.069556193	0.010247759	0.0	0.013734594	0.025661021	0.020453004	0.027682449	0.046836231	0.0	0.001344073	0.058555282	0.0	0.028950407	0.027055902	0.027057561	0.036646193	0.040753471	0.0	0.002203911	0.030423365	0.026758805	0.007247016	0.022497271	0.0	0.001516348	0.018476499	0.0	0.031651762	0.067882549	0.0	0.00198477	0.014614479	0.040861039	0.022519761	0.036122769
B2M	0.0	0.001968489	0.091254809	0.005313805	0.009074873	0.004612662	0.0	0.005106219	0.079209695	0.0	0.005439444	0.050057741	0.038430871	0.001568491	0.030710473	0.038396422	0.009292783	0.072963998	0.020321946	0.013467031	0.114892847	0.007141691	0.002940793	0.056097739	0.0	0.008997279	0.007802352	0.0	0.008993267	0.063017965	0.049999018	0.003816472	0.017088398	0.011524734	0.00535258	0.022300116	0.043224362	0.001357206	0.077062731	0.0	0.001118441	0.126224349	0.084486124	0.003104762	0.004326026	0.040904452	0.002904393	0.044721887
B3GALNT2	0.0	0.005832189	0.032204056	0.015924322	0.004856901	0.027548629	0.0	0.000185449	0.007420179	0.0	0.004486191	0.02406369	0.0	0.00188096	0.017371607	0.0	0.003055664	0.007773473	0.0	0.004344712	0.076523628	0.0	0.000702896	0.09904441	0.030645634	0.004369323	0.11818604	0.0	0.006417037	0.040298126	0.025063855	0.002034356	0.095379351	0.007697611	0.003925467	0.034675241	0.0	0.004588937	0.039039845	0.0	0.007601655	0.106604736	0.0	0.000356945	0.03438128	0.0	0.001042704	0.036562652
B3GALT6	0.0	0.058070891	0.017511377	0.0	0.048348209	0.031448949	0.0	0.01688897	0.041392757	0.0	0.051301839	0.120645557	0.0	0.143423413	0.047279749	0.0	0.147323379	0.043193428	0.0	0.005447279	0.005091951	0.0	0.121217682	0.028654824	0.0	0.02068995	0.093226061	0.027086668	0.099995244	0.053907177	0.0	0.003973089	0.029066444	0.007687395	0.078393837	0.006455471	0.005403866	0.033821705	0.046869245	0.0	0.028596206	0.011372459	0.0	0.435620512	0.006725136	0.0	0.041328912	0.017803685
B3GAT1	0.0	0.135030038	0.06769488	0.0	0.368896515	0.342462768	0.056434023	0.304188312	0.083866064	0.022734779	0.03096828	0.258240365	0.0	0.122257721	0.092735998	0.0	0.358959126	0.065887782	0.0	0.299262786	0.016214455	0.00360258	0.030465968	0.212782908	0.0	0.119269494	0.095289367	0.02700194	0.442490833	0.0	0.0	0.086774074	0.375467695	0.011150523	0.067360137	0.118460038	0.0	0.422671349	0.067656234	0.0	0.154544697	0.157565514	0.0	0.358437787	0.172192552	0.081583758	0.022974362	0.021191388
